"GoogleListedManufacturer","GoogleListedModel","Status","CertifiedSinceVersion","EndOfSupport","DeviceManufacturerPattern","DeviceModelPattern","DeviceManufacturerPatternConfirmed","DeviceModelPatternConfirmed","Comments"
"Lenovo","Lenovo ThinkPad X230","Certified","103","2025","LENOVO","2324*,2306*,2320*,2322*,2325*,2330*,2333*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X240","Certified","","2026","LENOVO","20AL*,20AM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X250","Certified","103","2027","LENOVO","20CL*,20CM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X260","Certified","103","2027","LENOVO","20F5*,20F6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X270","Certified","103","2027","LENOVO","20HM*,20HN*,20K5*,20K6*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X280","Certified","103","2028","LENOVO","20KE*,20KF*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X380 Yoga","Certified","103","2028","LENOVO","20LH*,20LJ*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad X390","Certified","126","2028","LENOVO","20Q0*,20Q1*,20SC*,20SD*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad Yoga 11e G1","Certified","103","2026","LENOVO","20D9*,20DA*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad Yoga 11e G5","Certified","103","2028","LENOVO","20LN*,20LM*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo ThinkPad Yoga L390","Certified","103","2028","LENOVO","20NT*,20NU*,20NW*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo V14 G2 ITL","Certified","119","2030","LENOVO","82KA*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
"Lenovo","Lenovo V15 G3","Certified","127","2030","LENOVO","82TV*,82TT*,83C4*","FALSE","FALSE","Based on Lenovo provided MTM codes list. Model name slightly differ."
"Lenovo","Lenovo V310z AIO","Certified","103","2028","LENOVO","10QG*,10QH*","FALSE","FALSE","Based on Lenovo provided MTM codes list."
